AMAC,Channel,BandgapControl,RampGain,OpAmpGain,m,b,Voff,RI
AMAC_B02,LEFT,0,0,0,3.9402625230733325e-08,-2.7648822527460573e-06,-0.11455068159818961,1448.568286293697
AMAC_B02,LEFT,0,0,1,1.1244796964418565e-07,-8.595406952030891e-06,-0.11490030060364648,2136.6891556058235
AMAC_B02,LEFT,0,0,2,9.903522133929992e-07,-7.83135500289509e-05,-0.12222637304930743,74.20563263392103
AMAC_B02,LEFT,0,0,3,1.0827626942704295e-06,-8.564392591521636e-05,-0.1240316868865515,76.66395484722595
AMAC_B02,LEFT,0,0,4,4.6192010434562435e-06,-0.0003642743589356685,-0.12268142620458818,79.40566085725574
AMAC_B02,LEFT,0,0,5,4.710224199104631e-06,-0.00037120821413593575,-0.12386430022244313,80.4166505394714
AMAC_B02,LEFT,0,0,6,5.542582576237581e-06,-0.0004366047441602391,-0.12380091375976454,80.48180661577533
AMAC_B02,LEFT,0,0,7,5.6335849787684775e-06,-0.00044393404152183615,-0.12473810806738392,81.13267707627675
AMAC_B02,LEFT,0,0,8,1.0099276353294543e-05,-0.0007957415265208899,-0.12795592037210082,81.16960826094605
AMAC_B02,LEFT,0,0,9,1.018881905968342e-05,-0.0008029265058598856,-0.1277358147249303,81.11213330259595
AMAC_B02,LEFT,0,0,10,1.210460100067578e-05,-0.0009480396986706235,-0.45426386901611815,245.9701395014038
AMAC_B02,LEFT,0,0,11,1.2149245150959264e-05,-0.0009516210581945657,-0.44617630609649067,243.58072790263742
AMAC_B02,LEFT,0,0,12,1.58857679807721e-05,-0.0012478207057727109,-0.3949597086175953,185.00437594380458
AMAC_B02,LEFT,0,0,13,1.5918358316361183e-05,-0.0012505855859069126,-0.3882972565902457,183.7817405041525
AMAC_B02,LEFT,0,0,14,1.6796112707789563e-05,-0.0013199531922296925,-0.37057630760628124,172.10097291816285
AMAC_B02,LEFT,0,0,15,1.682724105182665e-05,-0.0013224821343433288,-0.37491089839114355,175.10622909735142
AMAC_B02,LEFT,0,1,0,2.2051135394107394e-08,-0.00010302088935700304,100.13240372379849,1.066201971741961
AMAC_B02,LEFT,0,1,1,5.2647964860704586e-08,-7.5034270315926515e-06,-0.12286817699439986,3197.219126699212
AMAC_B02,LEFT,0,1,2,4.790586166127057e-07,-7.51629241781565e-05,-0.11890242002008936,211.41475262577802
AMAC_B02,LEFT,0,1,3,5.252710447781294e-07,-8.238545806476714e-05,-0.12151967593006906,184.59170180323989
AMAC_B02,LEFT,0,1,4,2.270382780349064e-06,-0.0003553635598564159,-0.12627687153529538,85.35743916179288
AMAC_B02,LEFT,0,1,5,2.315202698387365e-06,-0.0003624049971981004,-0.12465268485871459,82.98899679135022
AMAC_B02,LEFT,0,1,6,2.728769954093422e-06,-0.00042713599336444814,-0.12792298619950304,86.23918253475304
AMAC_B02,LEFT,0,1,7,2.769001445022419e-06,-0.0004335510798876512,-0.12401066015734047,82.06630262513431
AMAC_B02,LEFT,0,1,8,4.95811547583638e-06,-0.0007761115944179361,-0.12549656294554565,80.52926926789836
